,Unnamed: 0,text,embeddings,distances
166,166,"1 August – A study in Nature finds that based on current policies, there is a 45% risk of at least one major tipping point by 2300, even if global warming is brought back to below 1.5 °C. The risk is ""strongly accelerated"" for peak warming above 2.0 °C. The Atlantic Meridional Overturning Current (AMOC) is identified as being at the most urgent risk of collapse – possibly occurring as early as 2040 – followed by the Amazon rainforest in the 2070s.","[-0.01385985 -0.02599544  0.01015467 ...  0.01339917 -0.01525505
 -0.02512673]",0.2824512827032435
79,79,"14 March – SpaceX successfully launches the Starship spacecraft, but loses the rocket upon re-entering the atmosphere.","[ 0.00502429 -0.00327216 -0.01236295 ...  0.00562903 -0.00216401
 -0.01841041]",0.28249319685360796
128,128,"16 May – A multimodal algorithm for improved sarcasm detection is revealed. Trained on a database known as MUStARD, it can examine multiple aspects of audio recordings and has 75% accuracy.","[-0.03382248  0.00192713  0.01371916 ... -0.01090062 -0.00903291
 -0.01318262]",0.28292871392830643
111,111,"1 May – A new brain circuit that may act as a ""master regulator"" of the immune system is reported.","[-0.02321876  0.00696043 -0.0048275  ... -0.02132282  0.00279196
 -0.0072656 ]",0.2830738866924384
213,213,17 October – A study of 25 crowdsourced ideas aimed at reducing political polarisation in the United States is published in the journal Science.,"[-0.02227387  0.01105197  0.01586882 ...  0.00848342  0.0212935
 -0.03516239]",0.2833819520986194
162,162,"30 July – A study (19 April) on North Sea oil and gas extraction finds that pollution can spike by more than 10,000% within half a kilometre around offshore drilling sites.","[ 0.0112087  -0.01701085  0.0209273  ...  0.01590317  0.0006581
  0.0011629 ]",0.28494279229279995
155,155,9 July – The first local extinction due to sea level rise in the United States is reported: that of the Key Largo tree cactus (Pilosocereus millspaughii) in Florida.,"[-0.00163351 -0.01887538  0.01292339 ...  0.00280336 -0.01794148
 -0.03133183]",0.285249688347203
103,103,"23 April – The world's largest 3D printer, dubbed Factory of the Future 1.0 (FoF 1.0), is presented by the University of Maine. Using thermoplastic polymers, the machine can print objects as large as 96 feet (29 m) long by 32 feet (9.8 m) wide by 18 feet (5.5 m) high, at a rate of 500 pounds (230 kg) per hour.","[-0.01275192  0.00445793 -0.0276248  ... -0.00021561  0.00553151
 -0.03705126]",0.2854306485844632
82,82,20 March – The removal of HIV from infected cells using CRISPR gene editing technology is reported.,"[-0.02924625  0.01838482  0.01163816 ... -0.00811397  0.00138416
  0.00274424]",0.28546726235177133
18,18,"11 January – A study presents results of a Riyadh-based trial of eight urban heat mitigation scenarios, finding large cooling effects with combinations that include reflective rooftop materials, irrigated greenery, and retrofitting.","[ 0.00442527  0.01576272  0.01303016 ... -0.02133553 -0.01717611
 -0.0267872 ]",0.28575594656188563
181,181,10 September – Researchers in Sweden demonstrate a battery made of carbon fibre composite as stiff as aluminium and energy-dense enough to be used commercially.,"[ 0.0136577  -0.00747234  0.00383795 ...  0.00644801 -0.00884467
 -0.01533865]",0.2857634182965353
120,120,"9 May – A cubic millimetre of the human brain is mapped at nanoscale resolution by a team at Google. This contains roughly 57,000 cells and 150 million synapses, incorporating 1.4 petabytes of data.","[ 0.00126252  0.01743159  0.02564692 ... -0.00400043 -0.02805173
 -0.03980278]",0.2860167220710489
242,242,"27 December – A new technique for lifelike facial expressions on androids is reported by Osaka University, using waveform movements to dynamically express mood states, such as ""excited"" or ""sleepy"".","[-0.02746918  0.00631222  0.01544718 ...  0.00468086  0.01445889
 -0.01815484]",0.2869537951895871
38,38,29 January – Elon Musk's startup Neuralink implants their first microchip into a human brain.,"[-9.35260765e-03  4.53362954e-05  1.58655662e-02 ... -2.18998222e-03
 -5.56857930e-03 -1.55171228e-03]",0.2870138869747073
176,176,"22 August – The first systematic analysis of 1,500 climate policy measures from 41 countries is published. Of the policy interventions that have been tried by 2022, it identifies 63 successful ones in terms of large trend breaks. The authors find that the introduction of a right combination of measures is crucial and that price-based instruments played a key role in these policy mixes.","[-0.01067006  0.00485595 -0.00026317 ... -0.00744362 -0.01658194
 -0.02813195]",0.2880321084828833
63,63,"21 February – The first neuroimaging study that shows flow state-related brain activity during a creative production task, jazz improvisation, is published. Its results support a theory that creative flow represents optimized specialized processing enabled by extensive experience, relaxing conscious control.","[-0.02919573 -0.01288593  0.00846676 ...  0.00034608  0.00831415
 -0.03694586]",0.28855945971902675
147,147,"20 June – Following a surge in population of the Iberian lynx – from 62 mature individuals in 2001 to 648 in 2022 – the International Union for Conservation of Nature removes the animal from its ""endangered"" list, classing the animal as ""vulnerable"" instead.","[-0.00555177  0.00661018  0.00296257 ... -0.01805136 -0.00159816
 -0.01492159]",0.2893642718463234
57,57,"14 February – A study reviews educational content of 18,400 universities worldwide, finding higher education is not transitioning from fossil fuels to renewable energy curricula, failing to meet the growing demand for a clean energy workforce. On 26 February, a study analyzing funding sources and activities of two prominent academic centers delineates animal agriculture industry entrenchment in academia through support of industry-supported research and policy advocacy amid potential unfavorable policies.","[ 0.00488234 -0.03103298 -0.00669817 ... -0.01750956  0.01092174
 -0.0090223 ]",0.29089454275863935
55,55,10 February – An analysis of Outer London's Mini-Hollands active transport infrastructures indicates Low Traffic Neighbourhoods are highly effective and cost-efficient measures in terms of health economic benefits.,"[ 0.00462468  0.01039052  0.01449468 ...  0.00634643  0.0045713
 -0.02363727]",0.2909475647099733
19,19,12 January – Global warming: 2023 is confirmed as the hottest year on record by several science agencies.,"[-0.0079012  -0.01419431 -0.01485274 ...  0.01131999 -0.02438737
 -0.00881288]",0.29098073986594897
220,220,"23 October – Promising results of health and medical research are reported: phase 2-trialed at-home transcranial direct current stimulation against major depressive disorder (21 Oct.), an analysis of electronic health records of 116 million US patients links semaglutide to a significantly reduced risk for Alzheimer's disease (24 Oct.).","[-0.04174386 -0.00320524  0.03552444 ... -0.00354124  0.00189251
 -0.01143081]",0.29198719076490376
96,96,9 April – A rare genetic variation in a gene that makes fibronectin is shown to reduce the odds of developing Alzheimer's disease by over 70%.,"[-0.0217044   0.01956218  0.02410317 ... -0.02075515 -0.00547741
 -0.01680423]",0.2923371601216519
8,8,"9 January – A study of proteins in cerebrospinal fluid indicates there are five subtypes of Alzheimer's disease, suggesting it to be likely that subtype-specific treatments are required.","[-0.00867245  0.0136575   0.01933634 ... -0.00709213 -0.00290848
 -0.00356534]",0.29350031172071367
115,115,6 May – People aged over 65 with two copies of the APOE4 gene variant are found to have a 95% chance of developing Alzheimer's disease.,"[-0.00123892  0.01605461  0.02143931 ... -0.0105269  -0.00283536
 -0.00489659]",0.29356500623976955
83,83,26 March – A study outlines identified ecological pandemic prevention measures for policy frameworks.,"[ 0.00423378  0.00998128  0.01179906 ...  0.01039111 -0.00807096
 -0.03648786]",0.29362527846595077
58,58,"17 February – A global review of harms from personal car automobility finds cars have killed 60–80 million people since their invention, with automobility causing roughly every 34th death, and summarises interventions that are ready for implementation to reduce the, largely crash-linked or pollution-mediated, deaths from automobility-centrism and dependency.","[ 0.0138486   0.00273911  0.02623809 ...  0.00694384 -0.01270215
 -0.01904671]",0.2940271987341102
178,178,"29 August – The first global analysis estimating inadequate intakes of 15 micronutrients using dietary intake data is published, suggesting over half of the global population do not consume enough iodine (68%), vitamin E (67%), calcium (66%), iron (65%), riboflavin (55%), folate (54%), and vitamin C (53%).","[ 0.01072113 -0.0148507   0.01735865 ... -0.00933585 -0.00908637
  0.00254405]",0.29405640572421254
227,227,"19 November – Northern and central parts of the Great Barrier Reef are reported to have suffered their worst coral bleaching on record, with up to 72 per cent mortality.","[-0.01096289 -0.00506403  0.00957149 ...  0.00062046 -0.01083346
 -0.01472936]",0.2947528908242336
226,226,18 November – Coal ash from power plants across the United States is likely to contain up to 11 million tons of rare-earth elements – nearly eight times the amount the US has in domestic reserves – according to a study by the  University of Texas at Austin.,"[ 0.0040813  -0.01691206  0.00855606 ... -0.00318602  0.00138711
 -0.02499463]",0.29513214004322363
67,67,"26 February – A small trial suggests prebiotic resistant starch, contained in many foods, can help in weight loss (~2.8 kg in 8 weeks).","[ 0.00596697 -0.00623108  0.01446419 ...  0.00879068 -0.0207507
 -0.02176802]",0.2956337248852299
93,93,"4 April – A study in Nature finds that global CO2 emissions increased by only 0.1% in 2023, suggesting that a plateau may have been reached.","[-0.00712546 -0.02256079  0.01442827 ...  0.03764777 -0.00529184
 -0.03154204]",0.2964800492085701
145,145,12 June – A study links the apparent gap in life expectancy between male and female organisms to reproductive cells driving sex-dependent differences in lifespan and suggests a role for vitamin D in improving longevity.,"[-0.00756812 -0.00963331  0.00762531 ... -0.01034501  0.00850222
 -0.0058429 ]",0.29676793425471293
233,233,"7 December – A study in The Lancet finds that life expectancy progress in the United States is slowing. Only modest increases are likely by 2050, as the country falls below nearly all high-income and some middle-income countries in the global rankings.","[ 0.00311839 -0.00201529  0.01963394 ...  0.0001024   0.00476162
 -0.01643559]",0.2982291371527839
4,4,5 January – An analysis of sugar-sweetened beverage (SSB) taxes concludes scaling them could yield substantial public health benefits.,"[ 0.0073452  -0.00330998 -0.00388786 ...  0.00990841 -0.01151124
 -0.02601619]",0.29837281091165624
0,0,"2 January – The Japan Meteorological Agency (JMA) publishes its JRA-55 dataset, confirming 2023 as the warmest year on record globally, at 1.43 °C (2.57 °F) above the 1850–1900 baseline. This is 0.14 °C (0.25 °F) above the previous record set in 2016.","[-0.00305138 -0.00931555 -0.02873653 ...  0.00609021 -0.0188317
 -0.0141802 ]",0.29838112326542987
78,78,"13 March – The largest inventory of methane emissions from U.S. oil and gas production finds them to be largely concentrated and around three times the national government inventory estimate. On 28 March, methane emissions from U.S. landfills are quantified, with super-emitting point-sources accounting for almost 90% thereof.","[ 0.0052811  -0.02025181 -0.01462558 ...  0.02032995 -0.00626113
 -0.04256136]",0.29892053393181583
85,85,27 March – A study calculates the production costs of diabetes medications such as insulin and ozempic and finds them to be much lower than market prices.,"[ 0.00109927 -0.00835156  0.01795293 ...  0.00183891  0.00615464
 -0.01976254]",0.2989786631715352
16,16,"11 January – A review of genetic data from 21 studies with nearly one million participants finds more than 50 new genetic loci and 205 novel genes associated with depression, opening potential targets for drugs to treat depression.","[-0.02566668  0.00833629  0.03924004 ... -0.00203189  0.00050758
 -0.01501545]",0.2992094178202255
187,187,"12 September – A policy study finds bans of food waste disposals in landfills, which produce very large amounts of greenhouse gases, in five U.S. states had almost no effect with the exception of the state of Massachusetts. It suggests several makings that may have contributed to that states' success.","[-0.00366196 -0.00501093  0.01959406 ...  0.01212706 -0.00802566
 -0.04779969]",0.29968346856735606
91,91,"1 April – An analysis of the European Union's Common Agricultural Policy suggests 82% of the EU's agricultural subsidies are used for animal-based foods which ""are associated with 84% of embodied greenhouse gas emissions of EU food production"".","[ 0.01153608 -0.00782354  0.00981579 ...  0.01268716 -0.01502727
 -0.01411652]",0.3005387512866987
14,14,"11 January – A study of the Caatinga region in Brazil finds that its semi-arid biome could lose over 90% of mammal species by 2060, even in a best-case scenario of climate change.","[-0.01039538  0.00200551  0.0166582  ... -0.00079245 -0.01340844
 -0.01534038]",0.301476456563178
122,122,"9 May – An analysis of ocean protection for the global conservation target to protect at least 30% of the ocean by 2030 (30 by 30), finds around a quarter of marine protected area (MPA) coverage is not implemented, and one-third is incompatible with the conservation of nature due to the occurrence of highly destructive activities. According to the study, indicators of MPA quality, not only coverage, are needed. On 11 June, a study finds MPAs' effectiveness is not determined by any specific governance approaches or incentives, but the combination of many different integrated incentives.","[-0.00023643 -0.0074481   0.02731189 ...  0.00804865 -0.01537926
 -0.01869533]",0.3016263234368949
45,45,2 February – Apple releases the Vision Pro as a virtual reality tool with visionOS.,"[-0.01412552 -0.02014752 -0.01786963 ...  0.01186072 -0.01010649
  0.01832783]",0.30194448709048904
223,223,"14 November – A study in the British Journal of Sports Medicine finds that over-40s could live an extra five years if they adopted the exercise routines of the top 25% of the population, while the least physically active could potentially add 11 years to their lifespan.","[ 0.00368569 -0.01255437  0.00787688 ... -0.00268908  0.01480674
 -0.00937419]",0.30233939635139506
81,81,"19 March – Researchers with the National Severe Storms Laboratory, Storm Prediction Center, CIWRO, and the University of Oklahoma's School of Meteorology publish a paper where they state, "">20% of supercell tornadoes may be capable of producing EF4–EF5 damage"" and that ""the legacy F-scale wind speed ranges may ultimately provide a better estimate of peak tornado wind speeds at 10–15 m AGL for strong–violent tornadoes and a better damage-based intensity rating for all tornadoes"" and also put the general 0–5 ranking scale in question.","[-0.02895458 -0.01632489 -0.01896433 ... -0.00473778 -0.00990447
 -0.04323391]",0.3042623809475291
229,229,20 November – Climate change is found to have increased Atlantic hurricane wind speeds by 18 mph (29 km/h).,"[-0.02925871 -0.00249204  0.00675201 ... -0.00282932 -0.02407961
 -0.03023059]",0.30626260811578154
35,35,24 January – A global analysis of groundwater levels reports rapid declines of over 0.5 meters per year are widespread and that declines have accelerated over the past four decades in 30% of the world's regional aquifers. The study also shows cases in which depletion trends have reversed following interventions such as policy changes.,"[-0.0023337   0.00271524  0.03989156 ... -0.02112989 -0.0070718
  0.01805119]",0.30879994507190156
225,225,"15 November – Measles cases are reported to have surged across the world, with an estimated 10.3 million infections in 2023, a 20% increase from 2022.","[-0.00964976  0.00614362 -0.0038555  ... -0.02254757  0.00706264
 -0.01743629]",0.3096452211055679
68,68,"28 February – A study links ultra-processed foods to 32 negative health impacts, including a higher risk of heart disease, cancer, type 2 diabetes, adverse mental health, and early death.","[-0.00718617  0.0003005   0.01631873 ...  0.00942259  0.00355442
 -0.01745305]",0.3134903990937272
2,2,"4 January – A review indicates digital rectal examination (DRE) is an outdated routine medical practice, with a lower cancer detection rate compared to prostate-specific antigen (PSA) testing and no benefit from combining DRE and PSA.","[-0.0274951   0.01102986  0.00585544 ... -0.00386968 -0.00386013
  0.00926687]",0.3184404766138864
167,167,"5 August – A study indicates vegetarian and vegan dog diets are healthier than both conventional meat and raw meat diets according to indicators like numbers of veterinary visits and reported veterinary assessment of being unwell, consistent with all related studies published to date.","[-0.00344162 -0.01245537 -0.01342558 ...  0.00106854  0.00727656
 -0.00732245]",0.3188853818363798
