,Unnamed: 0,text,embeddings,distances
203,203,9 October – Astronomers confirm that Jupiter's Great Red Spot is wobbling and fluctuating in size after observing its time-lapse video made from the images captured by the Hubble Space Telescope between December 2023 to March 2024.,"[-0.0092256  -0.01059383  0.00234459 ...  0.0107001   0.00765147
 -0.02480085]",0.2563487779882492
77,77,"13 March – The Artificial Intelligence Act, the world's first comprehensive legal and regulatory framework for artificial intelligence, is passed by the European Union.","[-0.00089178 -0.01988314 -0.00772661 ... -0.00611368 -0.00874395
 -0.00944578]",0.25647437148415164
15,15,"11 January – A graphene-based implant on the surface of mouse brains, in combination with a two-photon microscope, is shown to capture high-resolution information on neural activity at depths of 250 micrometers.","[-0.02737659  0.02371381  0.01711542 ... -0.01650944 -0.01624012
 -0.0182331 ]",0.2571172130918429
114,114,6 May – A new theory states that Venus may have lost its water so quickly due to HCO+ dissociative recombination.,"[-0.01851463  0.0066844   0.01674333 ...  0.00200241 -0.00244362
 -0.00070585]",0.2572182546561784
80,80,"19 March – Scientists demonstrate a wireless network of 78 tiny sensors able to gather data from the brain, with potential to be scaled up to thousands of such devices.","[-0.01772181  0.01463749  0.02906586 ... -0.00378026 -0.00578638
 -0.00583866]",0.25758509814764274
116,116,"8 May – Google introduces AlphaFold 3, a new AI model for accurately predicting the structure of proteins, DNA, RNA, ligands and more, and how they interact.","[-0.01558063 -0.0057812  -0.01616606 ... -0.01155574 -0.00996575
 -0.00755082]",0.2576343280236427
241,241,"24 December – The Parker Solar Probe breaks the previous record set in 2018 for the closest artificial object to the Sun by 6.1 million kilometers (3.8 million miles), becoming the closest and first man-made object to approach and ""touch"" the Sun.","[ 9.02907705e-05 -9.99047142e-03 -3.16135469e-03 ...  9.89869516e-03
 -2.04267111e-02 -2.33242102e-02]",0.25770556168836445
139,139,2 June – China successfully lands Chang'e 6 on the lunar far side. The robotic probe is set to begin sample collection before returning its 2 kg (4.4 lb) cargo on 4 June.,"[ 0.01449485 -0.01108236 -0.0028366  ...  0.0219799   0.01639582
 -0.01287111]",0.25853414671452546
138,138,"23 May – Hazard research is published: researchers report gas stoves disperse nitrogen dioxide – associated with respiratory conditions such as asthma – at unsafe levels also outside kitchens for hours (3 May), a preprint reports large amounts of microplastic in brains with concentrations being much larger in samples from 2024 compared to 2016 (6 May), an experimental study finds GPT-4-based large language model-powered conversational search increases selective exposure compared to conventional Web search (11 May), a study indicates fish oil omega-3 supplements, widely taken due to associations of high omega-3 levels and good health or cognition, might be a substantial risk factor for atrial fibrillation and stroke except for those who took these already having atrial fibrillation (21 May), and researchers report continued transmission of bird flu within dairy cattle and show that their raw milk can infect mice (24 May).","[-0.00611788  0.01581065 -0.00437941 ... -0.00320236 -0.00803125
 -0.03139743]",0.2589756850098346
228,228,19 November – Starship flight test 6 is launched.,"[ 0.00290514 -0.01280909 -0.00757048 ...  0.00923701  0.00272266
 -0.02514018]",0.2601031716737897
5,5,"9 January – Scientists report studies that seem to support the hypothesis that life may have begun in a shallow lake rather than otherwise – perhaps somewhat like a ""warm little pond"" originally proposed by Charles Darwin.","[ 0.02952791 -0.01315474 -0.00321525 ... -0.00083654 -0.00117738
 -0.00793116]",0.2601666883230631
29,29,"18 January – Two insect-like robots, a mini-bug and a water strider, are reported as being the smallest, lightest, and fastest fully-functional micro-robots ever created.","[-0.01107092  0.00417203 -0.00835714 ... -0.01993159 -0.01276459
 -0.015001  ]",0.2602797494673159
41,41,"29 January – Promising innovations relating to global challenges are reported: a self-powered solar panel cleaning system using an electrodynamic screen, removing contaminants through high-voltage electric fields, is demonstrated (4 Jan), an atmospheric water generator (WaterCube) for humidity levels above 40% is released (9 Jan).","[ 0.00202516  0.00442069  0.00148574 ... -0.01024812 -0.00183997
 -0.01470619]",0.2607452079988397
230,230,"20 November – Progress on the Human Cell Atlas is reported, with a collection of 40 new scientific papers in Nature describing the project's latest discoveries.","[-0.02121793 -0.00461567  0.02529929 ... -0.0082271   0.00365327
 -0.01311314]",0.2609110477125163
182,182,"11 September – A study finds that the bluestreak cleaner wrasse (Labroides dimidiatus), a small tropical fish, may possess a form of self-awareness.","[ 0.00707362  0.01159269  0.01420088 ... -0.00657075  0.00236011
 -0.02576004]",0.2610215215386401
219,219,30 October – Researchers demonstrate using trained rats as cost-effective detection tools for illegal wildlife trade.,"[-0.0128802  -0.00664915  0.00125009 ...  0.00532741  0.01665659
 -0.01526742]",0.2614201768874137
10,10,10 January – Chemists report studies finding that long-chain fatty acids were produced in ancient hydrothermal vents. Such fatty acids may have contributed to the formation of the first cell membranes that are fundamental to protocells and the origin of life.,"[-2.01068870e-05 -9.80701204e-03 -1.87440477e-02 ...  1.33001013e-02
  3.01526074e-04 -2.05499083e-02]",0.2615407512874238
90,90,"1 April – An entirely new class of antibiotics with potent activity against multi-drug resistant bacteria is discovered. These compounds target a protein called LpxH, and are shown to cure bloodstream infections in mice.","[-0.00214241  0.00333282 -0.01708593 ... -0.00627884  0.00307273
  0.00478166]",0.26190085956273246
60,60,"19 February – Researchers with the University of Tennessee and University of Missouri publish an academic study about how survivors from the 2011 Joplin tornado recover from ""Tornado Brain"", a new term for the PTSD of tornado survivors.","[-0.03730423  0.01113369  0.00356506 ...  0.0129748  -0.00890428
 -0.03232319]",0.2622204523501408
124,124,"13 May – OpenAI reveals GPT-4o, its latest AI model, featuring improved multimodal capabilities in real time.","[-0.02234438 -0.01028465 -0.0101627  ... -0.0019614  -0.00696483
 -0.01848256]",0.26227873027501925
163,163,30 July – The world's first fully automated dental procedure on a human is reported by Boston company Perceptive.,"[-0.00638125  0.01647765  0.01677166 ...  0.01709239  0.00875334
 -0.00512504]",0.26270229241565124
237,237,"16 December – The China Aerospace Science and Technology Corporation (CASC) launches the first batch of the Guowang (Xingwang) megaconstellation, a planned constellation of 13,000 satellites using a Long March 5 rocket at the Wenchang Space Launch Site.","[ 1.53704211e-02  5.63827762e-03 -6.73712231e-03 ...  2.70628116e-05
  5.76893287e-03 -1.94709860e-02]",0.26287814516668995
74,74,"4 March – Biochemists report making an RNA molecule that was able to make accurate copies of a different type of RNA molecule, moving closer to an RNA that could make accurate copies of itself, and, as a result, providing support for an RNA world that may have been an essential way of starting the origin of life.","[-0.02400954 -0.00150543 -0.01620837 ... -0.00648593  0.00754328
 -0.00222913]",0.2639665507976896
245,245,27 December – Category:Science events,"[-0.00017138  0.00287984 -0.00377897 ... -0.0032448  -0.01794262
 -0.0277102 ]",0.26435304686713645
150,150,"12 June – Promising results of health and medical research are reported: a blood AI test of plasma proteins that predicts Parkinson's disease up to 7 years before symptom onset (18 June), walking programs as a cost-effective method against lower back pain recurrence (19 June).","[-0.01173925 -0.00154266  0.0242678  ...  0.00053303  0.01527774
 -0.00532781]",0.2643652333862071
197,197,"2 October – Scientists announce the first ever complete mapping of the entire brain of a fruit fly, Drosophila melanogaster, with a detail of 50 million connections between more than 139,000 neurons.","[-0.01358     0.00108589  0.00415832 ... -0.00393475 -0.00999657
 -0.02267591]",0.2647722596390808
31,31,"19 January – Japan becomes the fifth country to achieve a soft landing on the Moon, with its SLIM mission.","[ 0.00671955 -0.00279177 -0.00959016 ...  0.01043332  0.00243133
 -0.00592788]",0.26484973418355273
183,183,"11 September – The Jülich Supercomputing Centre in Germany announces the start of installation for JUPITER, Europe's first exascale supercomputer.","[ 0.00331617 -0.00204976  0.01266412 ... -0.01038589  0.01511861
 -0.01804311]",0.26490749680502323
1,1,3 January – The first functional semiconductor made from graphene is created.,"[ 0.00218419  0.01236077 -0.01098953 ...  0.00047667  0.00369909
 -0.01325535]",0.26530433529032527
104,104,24 April – Demonstration of synthetic diamond created at 1 atmosphere of pressure in around 150 minutes without needing seeds.,"[-0.0073067   0.00497819 -0.01065895 ...  0.00171627 -0.00877874
 -0.01753072]",0.26543121688923677
184,184,"12 September – OpenAI releases its ""o1"" series of large language models (LLMs), featuring improved capabilities in coding, math, science and other complex tasks.","[-0.00475827 -0.00054722 -0.02133678 ...  0.00055493 -0.00245455
 -0.01965013]",0.26563348162268907
143,143,10 June – A study finds African elephants use personal name-like calls to address one another.,"[-0.01351917 -0.00651354  0.0159666  ... -0.01359686  0.03219219
 -0.03799352]",0.2659650534702609
208,208,"13 October – SpaceX achieves the first successful return and capture of a Super Heavy booster from Starship, the biggest and most powerful rocket ever to fly.","[-0.00741479 -0.01492154 -0.017299   ... -0.00351037 -0.00533616
 -0.01309575]",0.26604373879425447
200,200,"4 October – Scientists develop artificial plants with leaves using biological solar cells, which can perform respiration, photosynthesis and generate electricity.","[-0.00110311  0.00086077 -0.00150999 ...  0.00111203  0.00658786
 -0.02342063]",0.26607165274482936
97,97,"11 April – The first nitrogen-fixing organelle in a marine alga is reported, the nitroplast. The early evolutionary stage organelle provides a view into the transition from an endosymbiont into a proper organelle that receives about half of its proteins from the alga.","[-0.00715332 -0.01760817 -0.00709436 ...  0.01428044 -0.01202046
 -0.01205976]",0.26615871384436907
69,69,28 February – A study reconstructs the genetic event of tail-loss in human ancestors around 25 million years ago.,"[-0.01420495  0.00205658  0.02401904 ...  0.01419188  0.01871342
 -0.00385834]",0.26656496362849647
133,133,"23 May – A team shows that iron instead of cobalt and nickel can be used as a cathode material in lithium-ion batteries, improving both safety and sustainability.","[ 0.00444878  0.00987509  0.02368692 ... -0.00137237 -0.01043368
  0.00116539]",0.2671210736733365
52,52,"7 February – A battery based on calcium, able to charge and discharge fully 700 times at room temperature, is presented. It is described as a potential alternative to lithium, being 2,500 times more abundant on Earth.","[ 0.02553505  0.0029552  -0.01146579 ... -0.00451005 -0.00649553
 -0.01445058]",0.2671704858980736
146,146,"12 June – The Economist reports that China has become a ""scientific superpower"", citing numerous examples of its rapid development across a wide range of fields.","[-0.00688558 -0.01200059  0.01537125 ...  0.00550847  0.00623309
 -0.01858452]",0.267420752703045
100,100,15 April – The NOAA confirms a fourth global coral bleaching event.,"[-0.00212175 -0.00379116  0.00101288 ...  0.01716926  0.00270588
 -0.01537293]",0.26762207983930963
20,20,"12 January – NASA reports a figure of 1.4 degrees Celsius above the late 19th century average, when modern record-keeping began.","[ 0.01011073  0.00560033 -0.00497843 ...  0.0259917  -0.01039924
 -0.02915891]",0.26766537688372327
144,144,11 June – Scientists report that serious kidney disease may be associated with human spaceflight.,"[ 0.02803832 -0.01113477  0.02095728 ... -0.00179625  0.01613698
 -0.03157235]",0.26770256568723727
194,194,"30 September – Researchers develop a new method merging confocal fluorescence microscopy with microfluidic laminar flow, that can detect nanoparticles and viruses quickly. It can be achieved by using the 3D-printed microscopy approach, Brick-MIC.","[-0.02564964  0.02977454 -0.00644936 ... -0.01000323 -0.00540134
 -0.00872007]",0.2678134479678631
42,42,"29 January – Promising results of health and medical research are reported: mouse-tested novel antibiotics class (including Zosurabalpin) against A. baumannii (3 Jan), small-trialed focused ultrasound for blood–brain barrier opening for better medication (Aducanumab) entry against Alzheimer's disease (3 Jan), a review supports the efficacy of exercise against depression (15 Jan), an available blood test to detect Alzheimer's disease with high accuracy using p-tau217 (22 Jan), one of two small-trialed gene therapies against DFNB9-deafness (24 Jan), phase 3-trialed dengue vaccine effective against at least two of four dengue types (31 Jan)","[-0.02221975  0.00563066  0.01059362 ... -0.01477187 -0.00950604
 -0.00893471]",0.26803583333051473
123,123,"10 May – A series of solar storms and intense solar flares impact the Earth, creating aurorae at more southerly and northerly latitudes than usual.","[-0.01123375 -0.00902341 -0.00778171 ...  0.01164981  0.0154204
 -0.02129732]",0.26842263170887937
72,72,"28 February – Hazard research is published: several dietary habits and products including teabags are linked to PFAS intake (4 Feb), an additional three billion people may face water scarcity by 2050 when river pollution is considered, an aspect neglected by prior assessments (6 Feb), HPV infection linked to higher cardiovascular mortality (7 Feb), researchers use simulations to develop an early-warning signal for a potential collapse of the atlantic meridional overturning circulation (AMOC) and suggest it indicates the AMOC is ""on route to tipping"" (9 Feb), researchers report the H5N1 bird flu virus may be changing and adapting to infect more mammals (12 Feb), researchers report how compounding disturbances could trigger unexpected ecosystem transitions in the Amazon rainforest (14 Feb), harmful chlormequat is found in ~80% of U.S. adult urine samples, rising during 2023, and in oat-based foods widely thought to be healthy (15 Feb), excess amounts of widely-supplemented niacin (B3) are linked to cardiovascular risk (19 Feb), a review concludes available evidence on the use of puberty blockers and cross-sex hormones in minors with gender dysphoria is very limited and based on only a few studies with small numbers which have problematic methodology and quality, warning about their use outside of clinical studies or research projects after careful risk-benefit evaluation (27 Feb).","[-0.00688313  0.00092064 -0.00107148 ... -0.0040744  -0.0142864
 -0.01775397]",0.2687392030080624
142,142,"8 June – A paper challenges the public perception and media depictions of large language models like especially ChatGPT, arguing that ""bullshitting"" in the sense of the book On Bullshit and a fundamentally flawed design are a better approach or terminology for understanding the flaws of these AI architectures or the behavior of the systems based on these as opposed to occasional or frequent ""hallucinations"". In agreement with many other experts, they find these models are in an ""important way indifferent to the truth of their outputs"". This notion has also been applied to Perplexity AI that is typically used for generating outputs that are less inaccurate than ChatGPT's – or contain fewer ""hallucinations"" – and which was scaled up substantially during 2024. An investigation by WIRED reportedly showed the chatbot at times closely paraphrased WIRED stories, and at times summarized stories inaccurately and with minimal attribution. Approaches to mitigate inaccurate information and hallucinations include the use of retrieval-augmented generation and ""grounding"" by configuring the corpus to be used by the AI which is used for example in the open source chatbot ""WikiChat"" that essentially prevents the hallucinations by retrieving facts only from a multilingual Wikipedia corpus, thereby providing a novel way to use Wikipedias. On 12 August, researchers demonstrate a open source 'AI Scientist' which generates novel research ideas, writes code, executes experiments, and writes a final research paper in the field of machine learning evaluated by an automated reviewer. The authors of the preprint advise ""treating generated papers as hints of promising ideas for practitioners to follow up on"". On 11 May, a study shows that 52% of ChatGPT answers to 517 programming questions on Stack Overflow contain incorrect information and 77% are verbose where study participants still preferred ChatGPT answers 35% of the time but also overlooked the misinformation in the ChatGPT answers 39% of the time.","[-0.02926025  0.02123905  0.01273109 ... -0.01779747 -0.00944034
 -0.03921477]",0.2690709711975494
89,89,"27 March – Hazard research is published: a small trial links micro- and nanoplastics in carotid artery plaque to higher cardio and mortality risks (6 Mar), U.S. land area of ~1200 km² is threatened by coastal subsidence by 2050 due to sea level rise (6 Mar), an EEA risk assessment finds Europe underprepared for climate risks across five broad clusters (11 Mar), a preprint trial suggests large language models could be used for tailored manipulation, being more persuasive than humans when using personal information (21 Mar).","[-0.00637255 -0.00497555  0.02331556 ... -0.00574287 -0.02849068
 -0.02953671]",0.2690956600908684
236,236,13 December – A new light-induced gene therapy using nanoparticles to target the mitochondria of cancer cells is demonstrated.,"[-0.02686007  0.00529251 -0.01044704 ... -0.0121685  -0.00697784
 -0.01526976]",0.2693104681846836
232,232,"5 December – A single mutation known as Q226L is found to enhance the ability of H5N1 ('bird flu') to infect human cells, particularly in the respiratory tract. Previously, at least three mutations were thought to be required for the virus to infect people and spread between them.","[-0.02802925  0.00827783 -0.00738328 ... -0.01220608 -0.00659569
 -0.0003312 ]",0.26967412369548205
21,21,12 January – NOAA reports a figure of 1.35 degrees Celsius.,"[ 0.01087719  0.00671616 -0.01137781 ...  0.02456306  0.00104269
 -0.04166229]",0.26980611728667847
98,98,12 April – Biologists report that bonobos behave more aggressively than thought earlier.,"[-0.02805907 -0.00381587 -0.01268158 ... -0.00295244  0.01732903
 -0.01109889]",0.26985787930448724
6,6,"9 January – A group of scientists from around the globe have charted paradigm-shifting restorative pathways to mitigate the worst effects of climate change and biodiversity loss with a strong emphasis on environmental sustainability, human wellbeing and reducing social and economic inequality.","[ 0.00499503 -0.01254184  0.00837877 ...  0.00434065 -0.02526784
 -0.03751373]",0.2699495844954076
222,222,14 November – AI-generated poetry is shown to be indistinguishable from human-written poetry and is rated more favourably.,"[-0.01935955 -0.01080745 -0.01387109 ... -0.01179825  0.01744315
 -0.02802898]",0.27007950510998513
33,33,23 January – A viable and sustainable approach for gold recovery from e-waste is demonstrated.,"[ 0.01071625  0.00939012  0.00234753 ...  0.00508017 -0.00761524
 -0.00756836]",0.2706590871568407
168,168,5 August – An analysis suggests hydraulic lifts may have been used to build ancient large Egyptian pyramids.,"[-0.01288634 -0.00509066  0.01550011 ...  0.01177174  0.00576854
 -0.01058544]",0.2710970016540101
22,22,12 January – Berkeley Earth reports a figure of 1.54 degrees Celsius.,"[ 0.00812649  0.00303524 -0.00677316 ...  0.0181008  -0.0156544
 -0.04510236]",0.27135202546799564
177,177,"23 August – BNT116, the world’s first mRNA lung cancer vaccine, begins a Phase I clinical trial in seven countries.","[-0.02935909 -0.00811939 -0.01854592 ... -0.02182917  0.01344991
  0.01519929]",0.2713560489927339
185,185,12 September – Jared Isaacman and Sarah Gillis complete the first commercial spacewalk and test slimmed-down spacesuits designed by SpaceX.,"[ 0.01007225 -0.00556324 -0.00505291 ...  0.00364951  0.00055565
 -0.01959389]",0.2714703025951528
173,173,"14 August – The World Health Organization (WHO) declares mpox a public health emergency of international concern for the second time in two years, following the spread of the virus in African countries.","[ 1.65714708e-03 -9.64025210e-04  9.46229338e-05 ... -4.53295233e-03
 -9.75414529e-04 -1.15910806e-02]",0.272110064839333
47,47,"5 February – A study based on 300-years-long temperature records preserved in Caribbean sclerosponge carbonate skeletons shows industrial-era warming already began in the mid-1860s and that by 2020, global warming was already 1.7±0.1 °C above pre-industrial levels. However, their reference period is not used by the IPCC and the 1.5 °C climate goal and the study's authors suggest their results show a better baseline.","[-0.00226805 -0.01369635  0.01655302 ...  0.00984833 -0.0372019
 -0.01685303]",0.2723216171301641
191,191,"23 September – Scientists publish the first multi-century, multi-model forecast of Antarctic Ice Sheet loss derived from global climate models, which indicates that the West Antarctic ice sheet may undergo a near-total collapse by 2300.","[-0.01066548 -0.01673741  0.01921898 ...  0.01462543 -0.00742491
 -0.02638649]",0.2723510225778686
165,165,"30 July – Hazard research is published: a study finds electric cars pose a twice as large collision risk to pedestrians in cities than internal combustion engine cars, likely largely due to being quieter (10 July), and a study reports substantial heavy metal contamination of cocoa products (31 July).","[ 0.00776776  0.00898821  0.00476045 ... -0.00284379  0.00556959
 -0.01967562]",0.27252840587744787
199,199,"3 October – Google releases a new feature, ""Video Search"", which will allow people to ask a question while filming video of something, and get search results.","[-0.02158784  0.00781672  0.00407939 ...  0.00150206 -0.01881335
 -0.00789907]",0.2728521787436893
112,112,"2 May – The first bioprocessing system for human brain organoids performing computational tasks enabling remote wetware computing research via a Python library, NeuroPlatform, is released.","[-0.01608767 -0.00174971  0.00272597 ... -0.00709507 -0.01344764
 -0.01223763]",0.2731491261458563
221,221,"23 October – Hazard research is published: a study finds that the growth rate of wildfires across the western U.S. more than doubled between 2001 and 2020 and that 'fast fires' accounted for ~78% of structures destroyed in the contiguous U.S. (24 Oct.), and a study finds sugar rationing during the first 1000 days after conception reduced type 2 diabetes and hypertension risk by about 35% and 20% (31 Oct.).","[-0.01219571 -0.02302036 -0.00108058 ...  0.00575852 -0.00725984
 -0.02749006]",0.27347062582255766
88,88,"27 March – Promising results of health and medical research are reported: a blood test against colon cancer (13 Mar), mice-tested antibody-mediated depletion of myeloid-biased hematopoietic stem cells against immune system aging (27 Mar).","[-0.03476167  0.00048713  0.00843814 ... -0.02140406 -0.00821905
  0.00543068]",0.27352343220374165
71,71,"28 February – Promising results of health and medical research are reported: phase 3-trialed R21/Matrix-M vaccine against Malaria (1 Feb), phase 3-trialed resmetirom as first medication against nonalcoholic steatohepatitis of the liver (7 Feb), a blood test against heart attacks, the top cause of human deaths (12 Feb), a low-cost saliva test against breast cancer (13 Feb), pigs-tested patient repositioning method for magnetic microbot navigation against liver cancer (14 Feb), antibiotic cresomycin against multiple drug-resistant bacterial strains (15 Feb), small-trialed 15 min exposure to 670 nm red light against blood glucose spikes following meals (20 Feb), small-trialed Omalizumab against food allergies (25 Feb), a donor heart is transplanted after 12 hours of preservation and transport using an airplane, small-trialed headgear for gamma stimulation to recruit the glymphatic system to remove brain amyloid against Alzheimer's disease (28 Feb).","[-0.03156966  0.01132512 -0.00504355 ... -0.02214378 -0.0093274
 -0.00532844]",0.2738514694089249
54,54,"8 February – Google renames AI chatbot Bard to Gemini, and makes it available on mobile.","[-0.01435305 -0.00024779 -0.01913299 ... -0.00717652 -0.02156258
 -0.02593319]",0.274069186000489
119,119,"9 May – A record annual increase in atmospheric CO2 is reported from the Mauna Loa Observatory in Hawaii, with a jump of 4.7 parts per million (ppm) compared to a year earlier.","[-0.00678432 -0.00255678  0.01249277 ...  0.02313758 -0.00246185
 -0.0226566 ]",0.2743860168492518
179,179,"14 August – Hazard research is published: a study finds the likelihood of receiving an dementia diagnosis varies 2-fold based on place of residence in the U.S. after adjusting for underlying sociodemographic and population dementia risk factors, indicating there to be further regional risk factors or especially worse diagnostics (16 Aug.), and a study shows of the infant and toddler foods in 10 major grocery chains, 60% failed to meet the nutritional requirements of the WHO's nutrient and promotion profile model (NPPM) (21 Aug.).","[ 0.00617352  0.01562278  0.01529123 ... -0.00449254 -0.00947579
 -0.00344152]",0.2744405031372602
247,247,27 December – List of emerging technologies,"[-0.00334067 -0.00130884  0.00791736 ... -0.00262953  0.00584151
 -0.02366403]",0.2747947540156559
9,9,9 January – A study finds seaweed farming could be set up as a resilient food solution within roughly a year in abrupt sunlight reduction scenarios such as after a nuclear war or a large volcano eruption.,"[ 0.00627198 -0.02212287  0.00515162 ...  0.00653938 -0.00904411
  0.00074719]",0.2749229598308721
26,26,"17 January – A study in Nature finds that the Greenland ice sheet is melting 20% faster than previously estimated, due to the effects of calving-front retreat. The loss of 30m tonnes of ice an hour is ""sufficient to affect ocean circulation and the distribution of heat energy around the globe.""","[-0.02026433 -0.00185057  0.01880582 ...  0.00340105 -0.00129476
 -0.03314574]",0.27503081849729716
204,204,"9 October – An experimental study introduces a new cognitive fallacy, the ""illusion of information adequacy"". It suggests many ""assume that the cross-section of relevant information to which they are privy is sufficient to adequately understand the situation"" to be able to form a reasonable conclusion, opinion, or decision.","[-0.00239359  0.01598851  0.02568338 ... -0.00796078  0.00179603
 -0.04127016]",0.2752565514943408
109,109,29 April – Promising results of health and medical research are reported: phase 2-trialed GLP-1 receptor agonist diabetes 2 drug lixisenatide against (early) Parkinson's disease motor disability (3 April).,"[-0.01231327 -0.00239838  0.02270513 ... -0.01205618 -0.00761799
 -0.01986361]",0.2755209346609653
137,137,"23 May – Promising results of health and medical research are reported: a mRNA vaccine-like immunotherapy against brain cancer tested in a preliminary small trial (1 May), ferrets-tested mRNA vaccine against the clade 2.3.4.4b H5 bird flu amid concerning developments of the 2020–2025 H5N1 outbreak (23 May), mice-tested antibiotic lolamicin specific to Gram-negative bacteria that spares the gut microbiome (29 May).","[-0.04331718 -0.01093088 -0.01271883 ... -0.03134333 -0.00390776
  0.00179642]",0.27559042289067814
195,195,"23 September – Hazard research is published: a systematic analysis estimates 4.71 million deaths were associated with bacterial antimicrobial resistance (AMR) in 2021, estimates the trends in AMR mortality since 1990, and finds AMR could cause 39 million deaths worldwide between 2025 and 2050 (16 Sep.), researchers publish data on the detection of over 3000 food contact materials (FCMs) in humans (17 Sep.), and a study finds 189 (21%) of potential breast carcinogens have been measured in FCMs, indicating at least 76 of these leach into foods of populations (24 Sep.).","[ 0.00667815 -0.00426328 -0.00673115 ... -0.01370081 -0.01755664
 -0.01191864]",0.2760963138745829
170,170,"8 August – A study on the terraforming of Mars suggests that releasing metal nanorods into the planet's atmosphere could warm it by 30 K, and would be far more efficient than trying to do so with greenhouse gases.","[ 0.00145473 -0.00198025  0.00234738 ...  0.00949999 -0.01679069
 -0.01219014]",0.2763953644909444
240,240,"22 December – Researchers in South Korea demonstrate a way to revert cancer cells back to normal, healthy cells, using simulations to identify ""master molecular switches"" involved in cell differentiation.","[-3.29394802e-03  2.73535879e-05 -4.38973680e-03 ...  4.03434597e-03
 -8.65442865e-03  3.57036316e-03]",0.2765495722729825
17,17,"11 January – The Upano Valley sites are reported as the oldest Amazonian cities built over 2500 years ago, with a unique ""garden urbanism"" city design.","[ 0.01689483 -0.0091334   0.00714731 ...  0.00324863 -0.03342381
 -0.01306638]",0.2767775667026372
61,61,"20 February – The northern green anaconda (Eunectes akayima), a new species of the giant snake, is described for the first time.","[-0.01292809  0.00634622  0.00615966 ... -0.00483412  0.00794668
 -0.01512096]",0.2773804787699238
215,215,19 October – Researchers develop a plant-based food supplement to protect bees' brains from neurotoxins.,"[-0.00681745 -0.00939559  0.01650541 ... -0.00361139 -0.01169465
 -0.01520305]",0.2774583612535996
164,164,"30 July – Promising results of health and medical research are reported: researchers report an apparent substantially improved prognoses of head and neck cancers if Fusobacterium is present in the patient's oral microbiome, a common bacteria of mouths thought to make bowel cancer worse (6 July), phase 3-trialed lenacapavir for HIV prevention (24 July).","[-0.00970592 -0.00017344  0.01941183 ...  0.0092094   0.00185004
  0.00040555]",0.2782584263187855
127,127,"15 May – Solar energy is combined with synthetic quartz to generate temperatures of more than 1,000°C. This proof-of-concept method shows the potential of clean energy to replace fossil fuels in heavy manufacturing, according to a research team at ETH Zurich.","[ 0.00820806 -0.00312119 -0.01242498 ...  0.00415051 -0.00870612
 -0.02419915]",0.27835339798239533
235,235,10 December – AI-based transfer learning predicts that global warming will reach 3°C faster than previously expected.,"[-0.01100849 -0.01675547  0.00550752 ...  0.00077127 -0.01427561
 -0.03107044]",0.2784806807329703
174,174,"14 August – Human ageing is found to progress in two accelerated bursts from the ages of 44 and 60, rather than being a gradual and linear process.","[-1.05939843e-02 -3.86073510e-03  5.59250498e-03 ... -1.55541545e-03
 -7.63110802e-05  1.72223744e-03]",0.27884883329679666
106,106,"26 April – mRNA-4157/V940, the first personalised melanoma vaccine based on mRNA, enters a final-stage Phase III trial.","[-0.03035157 -0.02460142 -0.00690274 ... -0.02116926  0.01374145
  0.01996544]",0.27946100876262137
118,118,"8 May – The first AI-generated song made with Suno AI reaches over a million listens, shortly after a song with samples generated with Udio became viral. During 2024, AI-generated music created with tools like, most notably, Suno or Udio became sophisticated and popular. Just one year earlier, many experts reportedly thought that AI models capable of generating complete high-quality songs from text prompts wouldn't arrive any time soon.","[-0.02024138 -0.02895866  0.00574855 ... -0.02476195 -0.00510083
 -0.00761076]",0.2795624442241925
30,30,"18 January – Bottom trawling is found to release 340 million tonnes of carbon dioxide (CO2) into the atmosphere each year, nearly 1 percent of all global CO2 emissions in addition to acidifying oceans.","[-0.00114527 -0.00248852  0.01201443 ...  0.03703483 -0.01600636
 -0.02231619]",0.28000611273149834
157,157,"11 July – Researchers report to have developed a cell-free system that self-regenerates using carbon dioxide (CO2). They combined an artificial metabolic network that performs CO2 fixation with cell-free protein synthesis using recombinant elements. According to the study this demonstrates how metabolic and genetic networks can be integrated and simultaneously operated outside of the cellular context towards self-maintenance of biological networks, a hallmark of life.","[-0.0187543   0.00771964 -0.01432987 ... -0.00814888  0.00625364
 -0.01732792]",0.2810618301027208
43,43,"29 January – Hazard research is published: ~240.000 particles of microplastic and nanoplastics (~90%) per liter are found in samples of plastic-bottled water (8 Jan), a study estimates harmful chemicals used in plastic materials have caused $249 billion U.S. healthcare system costs in 2018 (11 Jan), a study indicates fungal infections may be causing millions more deaths annually than thought (12 Jan), a study of European plastic waste exports to Vietnam finds a large fraction is dumped in nature and suggests air pollution from melting plastics and untreated wastewater have significant impact on health (18 Jan).","[ 0.00939023  0.00407936  0.01238868 ... -0.00382503 -0.0182718
 -0.02092222]",0.28149764714525816
171,171,"12 August – Liquid water is confirmed to be present at depths of 10 to 20 km (6.2 to 12.4 mi) below the surface of Mars, based on a new analysis of data from NASA's InSight lander.","[ 0.00341991 -0.00435722 -0.00887277 ... -0.01404697 -0.01650424
  0.00587085]",0.2819970530797017
48,48,"5 February – A study reports high life satisfaction in people with low incomes among small-scale societies outside mainstream societies, in contrast with conclusions of a 2023 adversarial collaboration.","[ 0.00488863  0.00385818  0.01907524 ... -0.00922267  0.00409782
 -0.00520358]",0.2820180042971002
